unit_code,level,category,item_id,section,label,score,confidence,text,matched_rule_labels,source_url
INFS6023,PG,Simulation and Case-Based Learning,AD02,assessment_description,Assessment description 2,4.0,moderate,In-class Assessment: The purpose of this assignment is for students to evaluate and discuss data visualsation solutions as they are being applied to real-world business cases and datasets. Case studies will be assigned on a weekly basis and discussed in class.,explicit case method,https://www.sydney.edu.au/units/INFS6023/2026-S2C-ND-CC
INFS6023,PG,Project- and Problem-Based Learning,AD04,assessment_description,Assessment description 4,3.0,moderate,"Group Project Report: The purpose of this assignment is to enable students to explain principles and best practices of data visualisation as it applies to a business or societal context, conduct research, stimulate broader thinking through collaborative teamwork and present their findings in written format.",substantial project,https://www.sydney.edu.au/units/INFS6023/2026-S2C-ND-CC
INFS6023,PG,Work-Integrated and Applied Learning,AD05,assessment_description,Assessment description 5,3.5,moderate,Group Project Presentation: The purpose of this assignment is for students to evaluate and recommend data visualisation solutions in a manner relevant to decision makers. The assignment will assess students on their ability to utilize essential business communication skills and correspond with an audience in oral and interactive forms.,professional presentation,https://www.sydney.edu.au/units/INFS6023/2026-S2C-ND-CC
INFS6023,PG,Project- and Problem-Based Learning,AD05,assessment_description,Assessment description 5,3.0,moderate,Group Project Presentation: The purpose of this assignment is for students to evaluate and recommend data visualisation solutions in a manner relevant to decision makers. The assignment will assess students on their ability to utilize essential business communication skills and correspond with an audience in oral and interactive forms.,substantial project,https://www.sydney.edu.au/units/INFS6023/2026-S2C-ND-CC
INFS6024,PG,Simulation and Case-Based Learning,AS02,assessment,Case study discussion Presentation,4.0,moderate,Type: Presentation. Description: Case study discussion Presentation,explicit case method,https://www.sydney.edu.au/units/INFS6024/2026-S1C-NE-CC
INFS6024,PG,Simulation and Case-Based Learning,AS03,assessment,In-class assessment Case study discussion,4.0,moderate,Type: Contribution. Description: In-class assessment Case study discussion,explicit case method,https://www.sydney.edu.au/units/INFS6024/2026-S1C-NE-CC
INFS6024,PG,Simulation and Case-Based Learning,AS04,assessment,Individual assignment Written report,4.0,moderate,Type: Case studies. Description: Individual assignment Written report,explicit case method,https://www.sydney.edu.au/units/INFS6024/2026-S1C-NE-CC
INFS6024,PG,Project- and Problem-Based Learning,AS05,assessment,Group project report Written report,3.0,moderate,Type: Case studies. Description: Group project report Written report,substantial project,https://www.sydney.edu.au/units/INFS6024/2026-S1C-NE-CC
INFS6024,PG,Simulation and Case-Based Learning,AS05,assessment,Group project report Written report,4.0,moderate,Type: Case studies. Description: Group project report Written report,explicit case method,https://www.sydney.edu.au/units/INFS6024/2026-S1C-NE-CC
INFS6024,PG,Work-Integrated and Applied Learning,AS06,assessment,Group project presentation Presentation,3.5,moderate,Type: Presentation. Description: Group project presentation Presentation,professional presentation,https://www.sydney.edu.au/units/INFS6024/2026-S1C-NE-CC
INFS6024,PG,Project- and Problem-Based Learning,AS06,assessment,Group project presentation Presentation,3.0,moderate,Type: Presentation. Description: Group project presentation Presentation,substantial project,https://www.sydney.edu.au/units/INFS6024/2026-S1C-NE-CC
INFS6024,PG,Simulation and Case-Based Learning,AD01,assessment_description,Assessment description 1,4.0,moderate,In-class assessment: Case studies will be assigned on a weekly basis and discussed in class.,explicit case method,https://www.sydney.edu.au/units/INFS6024/2026-S1C-NE-CC
INFS6024,PG,Simulation and Case-Based Learning,AD02,assessment_description,Assessment description 2,4.0,moderate,Case Studies: Case studies will be assigned on a weekly basis and discussed in class.,explicit case method,https://www.sydney.edu.au/units/INFS6024/2026-S1C-NE-CC
INFS6024,PG,Project- and Problem-Based Learning,WK11,weekly_schedule,Week 11: Group Project Workshop,3.0,moderate,Group Project Workshop. Learning activity: Seminar (3 hr),substantial project,https://www.sydney.edu.au/units/INFS6024/2026-S1C-NE-CC
INFS6026,PG,Simulation and Case-Based Learning,LO04,learning_outcome,Learning outcome 4,3.5,moderate,LO4. Evaluate managerial approaches for addressing cybersecurity threats and attacks using real-world scenarios,explicit scenario method,https://www.sydney.edu.au/units/INFS6026/2026-S2C-ND-CC
INFS6026,PG,Simulation and Case-Based Learning,AS05,assessment,Individual Report Individual Report,4.0,moderate,Type: Case studies. Description: Individual Report Individual Report,explicit case method,https://www.sydney.edu.au/units/INFS6026/2026-S2C-ND-CC
INFS6026,PG,Project- and Problem-Based Learning,AS06,assessment,Group project report Group Assignment,3.0,moderate,Type: Written work. Description: Group project report Group Assignment,substantial project,https://www.sydney.edu.au/units/INFS6026/2026-S2C-ND-CC
INFS6026,PG,Project- and Problem-Based Learning,WK09,weekly_schedule,Week 09: Group Project,3.0,moderate,Group Project. Learning activity: Seminar (3 hr),substantial project,https://www.sydney.edu.au/units/INFS6026/2026-S2C-ND-CC
INFS6026,PG,Project- and Problem-Based Learning,WK10,weekly_schedule,Week 10: Group Project,3.0,moderate,Group Project. Learning activity: Seminar (3 hr),substantial project,https://www.sydney.edu.au/units/INFS6026/2026-S2C-ND-CC
INFS6026,PG,Project- and Problem-Based Learning,WK11,weekly_schedule,Week 11: Industry Clinics for Group Project,3.0,moderate,Industry Clinics for Group Project. Learning activity: Seminar (3 hr),substantial project,https://www.sydney.edu.au/units/INFS6026/2026-S2C-ND-CC
INFS6026,PG,Work-Integrated and Applied Learning,WK13,weekly_schedule,Week 13: Final Group Project Presentations,3.5,moderate,Final Group Project Presentations. Learning activity: Seminar (3 hr),professional presentation,https://www.sydney.edu.au/units/INFS6026/2026-S2C-ND-CC
INFS6026,PG,Project- and Problem-Based Learning,WK13,weekly_schedule,Week 13: Final Group Project Presentations,3.0,moderate,Final Group Project Presentations. Learning activity: Seminar (3 hr),substantial project,https://www.sydney.edu.au/units/INFS6026/2026-S2C-ND-CC
INFS6032,PG,Project- and Problem-Based Learning,OV01,overview,Overview paragraph 1,3.5,moderate,"Traditional approaches to project management and design work well under stable conditions, when intended outcomes are well understood. Yet, under conditional of market disruption, in innovation projects, new product development or for start-up businesses, traditional methods are often restrictive and inflexible. Agile Project Management and Design Thinking offer alternative approaches that value continuous change, flexibility, time-to-market, interactive learning and self-organisation over rigorous planning and design processes. In this unit, students will learn the ethos, principles, and methods of agile project management and design thinking. Students will experience hands-on techniques such as design thinking, learn management and Scrum as applied in practice. Learning will revolve around practical activities, insights from experienced guest speakers and case studies representing various industries.",design thinking,https://www.sydney.edu.au/units/INFS6032/2026-S1C-ND-CC
INFS6032,PG,Entrepreneurial Learning,OV01,overview,Overview paragraph 1,7.5,high,"Traditional approaches to project management and design work well under stable conditions, when intended outcomes are well understood. Yet, under conditional of market disruption, in innovation projects, new product development or for start-up businesses, traditional methods are often restrictive and inflexible. Agile Project Management and Design Thinking offer alternative approaches that value continuous change, flexibility, time-to-market, interactive learning and self-organisation over rigorous planning and design processes. In this unit, students will learn the ethos, principles, and methods of agile project management and design thinking. Students will experience hands-on techniques such as design thinking, learn management and Scrum as applied in practice. Learning will revolve around practical activities, insights from experienced guest speakers and case studies representing various industries.",venture/start-up; product development,https://www.sydney.edu.au/units/INFS6032/2026-S1C-ND-CC
INFS6032,PG,Simulation and Case-Based Learning,OV01,overview,Overview paragraph 1,4.0,moderate,"Traditional approaches to project management and design work well under stable conditions, when intended outcomes are well understood. Yet, under conditional of market disruption, in innovation projects, new product development or for start-up businesses, traditional methods are often restrictive and inflexible. Agile Project Management and Design Thinking offer alternative approaches that value continuous change, flexibility, time-to-market, interactive learning and self-organisation over rigorous planning and design processes. In this unit, students will learn the ethos, principles, and methods of agile project management and design thinking. Students will experience hands-on techniques such as design thinking, learn management and Scrum as applied in practice. Learning will revolve around practical activities, insights from experienced guest speakers and case studies representing various industries.",explicit case method,https://www.sydney.edu.au/units/INFS6032/2026-S1C-ND-CC
INFS6032,PG,Project- and Problem-Based Learning,LO03,learning_outcome,Learning outcome 3,3.5,moderate,LO3. describe and apply foundational design thinking practices,design thinking,https://www.sydney.edu.au/units/INFS6032/2026-S1C-ND-CC
INFS6032,PG,Project- and Problem-Based Learning,LO04,learning_outcome,Learning outcome 4,3.5,moderate,LO4. reflect critically about key issues in agile project management and design thinking and communicate your reflections effectively,design thinking,https://www.sydney.edu.au/units/INFS6032/2026-S1C-ND-CC
INFS6032,PG,Project- and Problem-Based Learning,LO05,learning_outcome,Learning outcome 5,3.5,moderate,LO5. engage effectively in team-based agile project management and design thinking practices,design thinking,https://www.sydney.edu.au/units/INFS6032/2026-S1C-ND-CC
INFS6032,PG,Project- and Problem-Based Learning,LO06,learning_outcome,Learning outcome 6,3.5,moderate,LO6. communicate effectively in group work situations in accordance with agile project management and design thinking practices,design thinking,https://www.sydney.edu.au/units/INFS6032/2026-S1C-ND-CC
INFS6032,PG,Project- and Problem-Based Learning,AD03,assessment_description,Assessment description 3,3.5,moderate,"Product owner meetings: The purpose of PO meetings is for students to engage in time-boxed discussions with a designated product owner from the teaching team to review each sprint’s MVP. Teams use targeted feedback on personas, design thinking, and concept development to refine their work and guide priorities for the next sprint, with an emphasis on learning and iteration rather than polished outcomes.",design thinking,https://www.sydney.edu.au/units/INFS6032/2026-S1C-ND-CC
INFS6032,PG,Project- and Problem-Based Learning,AD04,assessment_description,Assessment description 4,7.0,high,"Agile project delivery: The objective of the agile project is to use the knowledge and practical skills in agile projects and design thinking acquired in this unit of study to apply to a real-world problem. The focus of this project is in applying appropriate techniques and practices in creating the desired project outcome represented in diagrams, video and textual elements. While the outcome as such is not unimportant, the focus of this assignment and its assessment is on the application of the agile project management and design thinking techniques.",design thinking; real-world problem,https://www.sydney.edu.au/units/INFS6032/2026-S1C-ND-CC
INFS6032,PG,Project- and Problem-Based Learning,AD05,assessment_description,Assessment description 5,3.5,moderate,"Essay: The purpose of the essay is to demonstrate grasp of the agile philosophy and principles, as well as the agile project management and design thinking practices and techniques. The focus of the essay will lie in synthesising the learnings derived from the unit of study.",design thinking,https://www.sydney.edu.au/units/INFS6032/2026-S1C-ND-CC
INFS6032,PG,Project- and Problem-Based Learning,WK03,weekly_schedule,"Week 03: Practices, principles and philosophy of design thinking",3.5,moderate,"Practices, principles and philosophy of design thinking. Learning activity: Seminar (3 hr)",design thinking,https://www.sydney.edu.au/units/INFS6032/2026-S1C-ND-CC
INFS6032,PG,Simulation and Case-Based Learning,WK11,weekly_schedule,Week 11: Case study: TBA,4.0,moderate,Case study: TBA. Learning activity: Seminar (3 hr),explicit case method,https://www.sydney.edu.au/units/INFS6032/2026-S1C-ND-CC
INFS6032,PG,Simulation and Case-Based Learning,WK12,weekly_schedule,Week 12: Case study: TBA,4.0,moderate,Case study: TBA. Learning activity: Seminar (3 hr),explicit case method,https://www.sydney.edu.au/units/INFS6032/2026-S1C-ND-CC
INFS6066,PG,Project- and Problem-Based Learning,AS04,assessment,Group Project Students will work in groups applying methods introduced during class.,3.0,moderate,Type: Creative work. Description: Group Project Students will work in groups applying methods introduced during class.,substantial project,https://www.sydney.edu.au/units/INFS6066/2026-S2C-ND-CC
INFS6066,PG,Work-Integrated and Applied Learning,AD02,assessment_description,Assessment description 2,3.5,moderate,Group project presentations/demonstrations in class (10 minutes exhibition including Q&A during week 8. 750 word writeup due same day.),professional presentation,https://www.sydney.edu.au/units/INFS6066/2026-S2C-ND-CC
INFS6066,PG,Project- and Problem-Based Learning,AD02,assessment_description,Assessment description 2,3.0,moderate,Group project presentations/demonstrations in class (10 minutes exhibition including Q&A during week 8. 750 word writeup due same day.),substantial project,https://www.sydney.edu.au/units/INFS6066/2026-S2C-ND-CC
INFS6071,PG,Project- and Problem-Based Learning,AS04,assessment,Group Project Assignment Written task,3.0,moderate,Type: Written work. Description: Group Project Assignment Written task,substantial project,https://www.sydney.edu.au/units/INFS6071/2026-S2C-ND-CC
INFS6071,PG,Project- and Problem-Based Learning,AD05,assessment_description,Assessment description 5,7.0,high,"Group Project Assignment: This assignment adopts a Project-Based Learning (PBL) approach, in which student teams act as a project planning team, developing a comprehensive project planning portfolio for a simulated, realistic organisational project.",explicit project/problem method; substantial project,https://www.sydney.edu.au/units/INFS6071/2026-S2C-ND-CC
INFS6071,PG,Project- and Problem-Based Learning,AD09,assessment_description,Assessment description 9,3.0,moderate,"Individual Assignment 2: This individual assessment requires students to critically evaluate project management decisions made throughout the group project and reflect on their professional learning and development. Drawing on unit concepts, contemporary project management literature, experiences gained through the project simulation, and interactions with project stakeholders, students will prepare a concise analytical report examining the suitability and application of project management approaches in complex organisational environments.",substantial project,https://www.sydney.edu.au/units/INFS6071/2026-S2C-ND-CC
INFS6071,PG,Simulation and Case-Based Learning,AD09,assessment_description,Assessment description 9,4.0,moderate,"Individual Assignment 2: This individual assessment requires students to critically evaluate project management decisions made throughout the group project and reflect on their professional learning and development. Drawing on unit concepts, contemporary project management literature, experiences gained through the project simulation, and interactions with project stakeholders, students will prepare a concise analytical report examining the suitability and application of project management approaches in complex organisational environments.",explicit simulation,https://www.sydney.edu.au/units/INFS6071/2026-S2C-ND-CC
INFS6077,PG,Simulation and Case-Based Learning,OV01,overview,Overview paragraph 1,4.0,moderate,"Despite the widely acknowledged importance of data as a strategic resource, organisations continue to struggle with appropriately managing their data assets. This unit highlights the crucial importance of data governance in the administration, protection, and optimisation of data. It provides an exploration into the core principles of data governance, discusses the influence of emerging technologies, such as artificial intelligence, and examines the broader societal and ethical implications surrounding data. Through interactive case studies and hands-on assessments, students learn about the complex issues surrounding data governance and formulate and persuasively communicate practical data governance approaches to empower organisations to navigate their data landscape.",explicit case method,https://www.sydney.edu.au/units/INFS6077/2026-S2C-ND-CC
INFS6077,PG,Simulation and Case-Based Learning,LO03,learning_outcome,Learning outcome 3,4.0,moderate,"LO3. Analyze case studies of data governance practices in various (inter)organizational contexts to identify stakeholders, key success factors, challenges, and opportunities",explicit case method,https://www.sydney.edu.au/units/INFS6077/2026-S2C-ND-CC
INFS6077,PG,Simulation and Case-Based Learning,AS02,assessment,Individual report B Part I Report B part I (750 words); marked for completeness. Failure to submit will affect the mark for Report B part II.,4.0,moderate,Type: Case studies. Description: Individual report B Part I Report B part I (750 words); marked for completeness. Failure to submit will affect the mark for Report B part II.,explicit case method,https://www.sydney.edu.au/units/INFS6077/2026-S2C-ND-CC
INFS6077,PG,Simulation and Case-Based Learning,AS03,assessment,Individual Report B Part II Full report after a mandatory in-class assignment in week 9. Failure to attend in class in week 9 will prohibit the student from being able to submit this report. Further assignment requirements in Canvas.,4.0,moderate,Type: Case studies. Description: Individual Report B Part II Full report after a mandatory in-class assignment in week 9. Failure to attend in class in week 9 will prohibit the student from being able to submit this report. Further assignment requirements in Canvas.,explicit case method,https://www.sydney.edu.au/units/INFS6077/2026-S2C-ND-CC
INFS6077,PG,Project- and Problem-Based Learning,AS04,assessment,Group project pitch Pitch of data strategy,3.0,moderate,Type: Presentation. Description: Group project pitch Pitch of data strategy,substantial project,https://www.sydney.edu.au/units/INFS6077/2026-S2C-ND-CC
INFS6077,PG,Project- and Problem-Based Learning,AS05,assessment,Group project report Full report with formative submissions throughout the semester. See Canvas for full details.,3.0,moderate,Type: Written work. Description: Group project report Full report with formative submissions throughout the semester. See Canvas for full details.,substantial project,https://www.sydney.edu.au/units/INFS6077/2026-S2C-ND-CC
INFS6077,PG,Project- and Problem-Based Learning,AD01,assessment_description,Assessment description 1,3.0,moderate,Group project report and pitch: The group project is an applied assignment that requires the team's development of a data strategy.,substantial project,https://www.sydney.edu.au/units/INFS6077/2026-S2C-ND-CC
INFS6600,PG,Work-Integrated and Applied Learning,OV01,overview,Overview paragraph 1,9.5,high,"This unit bridges the gap between theory and practice by integrating the knowledge and key skills developed across the Digital Business or Business Information Systems specialisation. It provides students with a practical teamwork experience to identify, analyse, and solve contemporary problems by exploring the socio-technical ecosystem in which a digital business operates. This experiential learning opportunity enhances students’ career-readiness by consolidating their professional skills and ability to apply the Business Information Systems knowledge in authentic situations.",authentic practice; theory-practice integration; practical teamwork; career readiness,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,PG,Work-Integrated and Applied Learning,LO01,learning_outcome,Learning outcome 1,4.0,moderate,LO1. Apply advanced principles and theories related to digital business and information systems in the context of an actual business organisation,actual organisation or professional context,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,PG,Simulation and Case-Based Learning,LO02,learning_outcome,Learning outcome 2,3.5,moderate,LO2. Analyse open-ended business scenarios and evaluate the implications of digital technologies for business,explicit scenario method,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,PG,Work-Integrated and Applied Learning,LO03,learning_outcome,Learning outcome 3,4.0,moderate,LO3. Apply techniques for organisational and business process analyses to resolve an actual business problem,actual organisation or professional context,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,PG,Project- and Problem-Based Learning,LO03,learning_outcome,Learning outcome 3,3.5,moderate,LO3. Apply techniques for organisational and business process analyses to resolve an actual business problem,real-world problem,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,PG,Work-Integrated and Applied Learning,LO04,learning_outcome,Learning outcome 4,4.0,moderate,"LO4. Communicate in a professional and confident manner, both orally and in writing, with actual business professionals",actual organisation or professional context,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,PG,Work-Integrated and Applied Learning,AS06,assessment,"Business Models Submission of partner's business, operating models, and IS architecture",4.0,moderate,"Type: Case studies. Description: Business Models Submission of partner's business, operating models, and IS architecture",industry or business partner,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,PG,Simulation and Case-Based Learning,AS06,assessment,"Business Models Submission of partner's business, operating models, and IS architecture",4.0,moderate,"Type: Case studies. Description: Business Models Submission of partner's business, operating models, and IS architecture",explicit case method,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,PG,Work-Integrated and Applied Learning,AS08,assessment,Pitch to Partner Slides submission before class Delivered during class time,4.0,moderate,Type: Presentation. Description: Pitch to Partner Slides submission before class Delivered during class time,industry or business partner,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,PG,Entrepreneurial Learning,AS08,assessment,Pitch to Partner Slides submission before class Delivered during class time,3.0,moderate,Type: Presentation. Description: Pitch to Partner Slides submission before class Delivered during class time,business pitch,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,PG,Work-Integrated and Applied Learning,AS10,assessment,Boardroom Presentation Slides submission before class Live presentation,3.5,moderate,Type: Presentation. Description: Boardroom Presentation Slides submission before class Live presentation,professional presentation,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,PG,Work-Integrated and Applied Learning,AS11,assessment,Boardroom Presentation Q&A Q&A post boardroom presentation,3.5,moderate,"Type: Q&A following presentation, submission or placement. Description: Boardroom Presentation Q&A Q&A post boardroom presentation",professional presentation,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,PG,Simulation and Case-Based Learning,AS12,assessment,Group Report Written report,4.0,moderate,Type: Case studies. Description: Group Report Written report,explicit case method,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,PG,Project- and Problem-Based Learning,AD01,assessment_description,Assessment description 1,3.0,moderate,Group Charter - submisison of a group project charter including group roles and norms.,substantial project,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,PG,Work-Integrated and Applied Learning,AD02,assessment_description,Assessment description 2,4.0,moderate,"Business Models - submission of partner's business business and operating models, and IS architecture.",industry or business partner,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,PG,Work-Integrated and Applied Learning,AD03,assessment_description,Assessment description 3,4.0,moderate,"Pitch to Partner - presentation of a compelling case for problem/ opportunity and a project plan.Collection of feedback from partner, academics, and peers.",industry or business partner,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,PG,Entrepreneurial Learning,AD03,assessment_description,Assessment description 3,3.0,moderate,"Pitch to Partner - presentation of a compelling case for problem/ opportunity and a project plan.Collection of feedback from partner, academics, and peers.",business pitch,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,PG,Work-Integrated and Applied Learning,AD07,assessment_description,Assessment description 7,3.5,moderate,Boardroom Presentation and Q&A - presentation of the project work with focus on solution recommendation followed by Q&A.,professional presentation,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,PG,Work-Integrated and Applied Learning,WK02,weekly_schedule,Week 02: Partner Briefing & Group Collaboration,4.0,moderate,Partner Briefing & Group Collaboration. Learning activity: Seminar (3 hr),industry or business partner,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,PG,Work-Integrated and Applied Learning,WK05,weekly_schedule,Week 05: Pitch to Partner,4.0,moderate,Pitch to Partner. Learning activity: Seminar (3 hr),industry or business partner,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,PG,Entrepreneurial Learning,WK05,weekly_schedule,Week 05: Pitch to Partner,3.0,moderate,Pitch to Partner. Learning activity: Seminar (3 hr),business pitch,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
INFS6600,PG,Work-Integrated and Applied Learning,WK12,weekly_schedule,Week 12: Boardroom Presentation,3.5,moderate,Boardroom Presentation. Learning activity: Seminar (3 hr),professional presentation,https://www.sydney.edu.au/units/INFS6600/2026-S2C-NE-CC
